track,date,race,distance_m,box,runner,trainer,comments,form_text,box_adv,form_score,_score,prob
Grafton,2025-09-02,13.0,525,0,0%-0% 0%-0% 0%-50% 5%-23%,,0%-0% 0%-0% 0%-50% 5%-23%,,1.125,0.32941176470588235,0.6476470588235295,0.0006709663721642857
Grafton,2025-09-02,13.0,525,0,0:23.18 Sec Time 8.7 Sec Time Adj 0.08 BP 3 Odds 80 Trainer Leone North Ongoing Winners 02-04-13 Track Direction Clockwise Winner Integrity,,0:23.18 Sec Time 8.7 Sec Time Adj 0.08 BP 3 Odds 80 Trainer Leone North Ongoing Winners 02-04-13 Track Direction Clockwise Winner Integrity,,1.125,0.47025000000000006,0.7321500000000001,0.0007301295330186851
Grafton,2025-09-02,13.0,525,0,0.39 Race Time 0:19.68 Sec Time 4.12 Sec Time Adj 0.06 BP 7 Odds 50 Trainer Leone North Ongoing Winners 04-03-14 Track Direction,,0.39 Race Time 0:19.68 Sec Time 4.12 Sec Time Adj 0.06 BP 7 Odds 50 Trainer Leone North Ongoing Winners 04-03-14 Track Direction,,1.125,0.3985,0.6891,0.0006993644268073601
Grafton,2025-09-02,13.0,525,0,0:20.11 Sec Time 4.12 Sec Time Adj 0.06 BP 5 Odds 40 Trainer Leone North Ongoing Winners 02-05-16 Track Direction Clockwise Winner Green,,0:20.11 Sec Time 4.12 Sec Time Adj 0.06 BP 5 Odds 40 Trainer Leone North Ongoing Winners 02-05-16 Track Direction Clockwise Winner Green,,1.125,0.78125,0.91875,0.0008799120514051737
Grafton,2025-09-02,13.0,525,0,0%-100% 0%-100% 0%-0% 0%-33% 5%-42% 0%-33%,,0%-100% 0%-100% 0%-0% 0%-33% 5%-42% 0%-33%,,1.125,0.6662499999999999,0.84975,0.000821245393698791
Grafton,2025-09-02,13.0,525,0,0:20.44 Sec Time 4.11 Sec Time Adj 0.05 BP 7 Odds 7.5 Prize Won $75 Trainer Evelyn Harris Ongoing Winners 01-00-06 Track Direction,,0:20.44 Sec Time 4.11 Sec Time Adj 0.05 BP 7 Odds 7.5 Prize Won $75 Trainer Evelyn Harris Ongoing Winners 01-00-06 Track Direction,,1.125,0.4625,0.7275,0.000726742312082172
Grafton,2025-09-02,13.0,525,0,0%-100% 0%-0% 0%-100% 10%-55%,,0%-100% 0%-0% 0%-100% 10%-55%,,1.125,0.72375,0.88425,0.0008500727728121591
Grafton,2025-09-02,13.0,450,0,0%-8% 9%-26%,,0%-8% 9%-26%,,1.125,0.2537037037037037,0.6022222222222222,0.0006411697119531432
Grafton,2025-09-02,13.0,450,0,0%-0% 0%-33% 50%-50% 15%-23%,,0%-0% 0%-33% 50%-50% 15%-23%,,1.125,0.42000000000000004,0.702,0.000708444669559006
Grafton,2025-09-02,13.0,450,0,0:20.44 Sec Time 4.11 Sec Time Adj 0.05 BP 3 Odds 80 Prize Won $325 Trainer Leone North Ongoing Winners 01-00-06 Track Direction,,0:20.44 Sec Time 4.11 Sec Time Adj 0.05 BP 3 Odds 80 Prize Won $325 Trainer Leone North Ongoing Winners 01-00-06 Track Direction,,1.125,0.4625,0.7275,0.000726742312082172
Grafton,2025-09-02,13.0,450,0,0%-0% 0%-0% 0%-0% 0%-40% 2%-25% 0%-40%,,0%-0% 0%-0% 0%-0% 0%-40% 2%-25% 0%-40%,,1.125,0.40249999999999997,0.6915,0.0007010449172135499
Grafton,2025-09-02,13.0,450,0,0%-0% 100%- 0%-0% 20%-20%,,0%-0% 100%- 0%-0% 20%-20%,,1.125,0.7796296296296296,0.9177777777777778,0.0008790569970739585
Grafton,2025-09-02,13.0,450,0,0:27.62 Sec Time 2.76 Sec Time Adj 0.05 BP 2 Odds 22 Trainer Michael Beach Ongoing Winners 02-03-10 Track Direction Clockwise Winner,,0:27.62 Sec Time 2.76 Sec Time Adj 0.05 BP 2 Odds 22 Trainer Michael Beach Ongoing Winners 02-03-10 Track Direction Clockwise Winner,,1.125,0.405,0.6930000000000001,0.0007020972736593877
Grafton,2025-09-02,13.0,450,0,0:25.68 Sec Time 9.19 Sec Time Adj 0.05 BP 5 Odds 40 Trainer Michael Beach Ongoing Winners 00-03-10 Track Direction Clockwise Winner,,0:25.68 Sec Time 9.19 Sec Time Adj 0.05 BP 5 Odds 40 Trainer Michael Beach Ongoing Winners 00-03-10 Track Direction Clockwise Winner,,1.125,0.36975,0.6718500000000001,0.0006874038470290519
Grafton,2025-09-02,13.0,450,0,0.11 Race Time 0:25.58 Sec Time 9.13 BP 8 Odds 5 Trainer Michael Beach Ongoing Winners 02-03-10 Track Direction Clockwise Winner Lady,,0.11 Race Time 0:25.58 Sec Time 9.13 BP 8 Odds 5 Trainer Michael Beach Ongoing Winners 02-03-10 Track Direction Clockwise Winner Lady,,1.125,0.6537499999999999,0.8422499999999999,0.0008151090931370385
Grafton,2025-09-02,13.0,450,0,0.39 Race Time 0:23.50 Sec Time 8.51 BP 5 Odds 8 Prize Won $75 Trainer Brendan Whelan Ongoing Winners 04-02-11 Track Direction Clockwise,,0.39 Race Time 0:23.50 Sec Time 8.51 BP 5 Odds 8 Prize Won $75 Trainer Brendan Whelan Ongoing Winners 04-02-11 Track Direction Clockwise,,1.125,0.37800000000000006,0.6768000000000001,0.0006908149315410074
Grafton,2025-09-02,13.0,450,0,"0.08 Race Time 0:23.46 Sec Time 8.66 Sec Time Adj 0.04 BP 1 Odds 2.2 Prize Won $1,175 Trainer Brendan Whelan Ongoing Winners 02-03-13",,"0.08 Race Time 0:23.46 Sec Time 8.66 Sec Time Adj 0.04 BP 1 Odds 2.2 Prize Won $1,175 Trainer Brendan Whelan Ongoing Winners 02-03-13",,1.125,0.30000000000000004,0.63,0.0006592296529974155
Grafton,2025-09-02,13.0,450,0,0%-0% 0%-0% 0%-0% 0%-0% 2%-14% 0%-0%,,0%-0% 0%-0% 0%-0% 0%-0% 2%-14% 0%-0%,,1.125,0.6481481481481481,0.8388888888888889,0.0008123740199246684
Grafton,2025-09-02,13.0,450,0,0.36 Race Time 0:25.48 Sec Time 8.84 BP 4 Odds 100 Trainer Lesley Green Ongoing Winners 02-01-13 Track Direction Clockwise Winner True,,0.36 Race Time 0:25.48 Sec Time 8.84 BP 4 Odds 100 Trainer Lesley Green Ongoing Winners 02-01-13 Track Direction Clockwise Winner True,,1.125,0.32875,0.64725,0.0006707000119297664
Grafton,2025-09-02,13.0,450,0,0%-67% 0%-50% 50%-100% 9%-64%,,0%-67% 0%-50% 50%-100% 9%-64%,,1.125,0.2425,0.5955,0.0006368740809363751
Grafton,2025-09-02,13.0,450,0,0.39 Race Time 0:23.50 Sec Time 8.51 BP 6 Odds 3.2 Trainer Craig Gardoll Ongoing Winners 04-02-11 Track Direction Clockwise Winner Chad's,,0.39 Race Time 0:23.50 Sec Time 8.51 BP 6 Odds 3.2 Trainer Craig Gardoll Ongoing Winners 04-02-11 Track Direction Clockwise Winner Chad's,,1.125,0.37800000000000006,0.6768000000000001,0.0006908149315410074
Grafton,2025-09-02,13.0,411,0,"0.18 Race Time 0:23.33 Sec Time 8.67 Sec Time Adj 0.05 BP 1 Odds 1.3F Prize Won $1,175 Trainer Craig Gardoll Ongoing Winners 01-02-09",,"0.18 Race Time 0:23.33 Sec Time 8.67 Sec Time Adj 0.05 BP 1 Odds 1.3F Prize Won $1,175 Trainer Craig Gardoll Ongoing Winners 01-02-09",,1.125,0.53075,0.7684500000000001,0.0007571201510778311
Grafton,2025-09-02,13.0,350,0,0%-0% 0%-0% 100%- 11%-40%,,0%-0% 0%-0% 100%- 11%-40%,,1.125,0.8455882352941175,0.9573529411764705,0.0009145433796397386
Grafton,2025-09-02,13.0,350,0,0:17.25 Sec Time 2.39 BP 5 Odds 2.4 Trainer Leslie Purnell Ongoing Winners 01-00-05 Track Direction Clockwise Winner Secret Ninja (3) Second,,0:17.25 Sec Time 2.39 BP 5 Odds 2.4 Trainer Leslie Purnell Ongoing Winners 01-00-05 Track Direction Clockwise Winner Secret Ninja (3) Second,,1.125,0.515,0.759,0.0007499990657723617
Grafton,2025-09-02,13.0,350,0,0:20.21 Sec Time 4.08 Sec Time Adj 0.02 BP 5 Odds 25 Prize Won $475 Trainer Leslie Purnell Ongoing Winners 02-01-09 Track Direction,,0:20.21 Sec Time 4.08 Sec Time Adj 0.02 BP 5 Odds 25 Prize Won $475 Trainer Leslie Purnell Ongoing Winners 02-01-09 Track Direction,,1.125,0.5555,0.7833,0.0007684472811053033
Grafton,2025-09-02,13.0,350,0,0:20.32 Sec Time 4.1 Sec Time Adj 0.04 BP 2 Odds 2.7 Prize Won $325 Trainer Leslie Purnell Ongoing Winners 01-03-12 Track Direction,,0:20.32 Sec Time 4.1 Sec Time Adj 0.04 BP 2 Odds 2.7 Prize Won $325 Trainer Leslie Purnell Ongoing Winners 01-03-12 Track Direction,,1.125,0.5875,0.8025,0.0007833440199706259
Grafton,2025-09-02,13.0,350,0,0%-33% 0%-67% 33%-33% 13%-39%,,0%-33% 0%-67% 33%-33% 13%-39%,,1.125,0.31000000000000005,0.636,0.0006631969208170626
Grafton,2025-09-02,13.0,350,0,0:25.41 Sec Time 8.97 BP 6 Odds 60 Trainer Jamie Hancock Ongoing Winners 03-03-09 Track Direction Clockwise Winner Local Legend (1),,0:25.41 Sec Time 8.97 BP 6 Odds 60 Trainer Jamie Hancock Ongoing Winners 03-03-09 Track Direction Clockwise Winner Local Legend (1),,1.125,0.42425,0.70455,0.0007102535087561932
Grafton,2025-09-02,13.0,411,0,0:17.25 Sec Time 2.39 BP 2 Odds 10 Prize Won $325 Trainer Robert Bugeja Ongoing Winners 01-00-05 Track Direction Clockwise Winner Secret,,0:17.25 Sec Time 2.39 BP 2 Odds 10 Prize Won $325 Trainer Robert Bugeja Ongoing Winners 01-00-05 Track Direction Clockwise Winner Secret,,1.125,0.515,0.759,0.0007499990657723617
Grafton,2025-09-02,13.0,411,0,0%-0% 0%-100% 0%-0% 9%-44%,,0%-0% 0%-100% 0%-0% 9%-44%,,1.125,0.5277777777777778,0.7666666666666666,0.000755771156685923
Grafton,2025-09-02,13.0,411,0,0%-100% 100%- 0%-0% 12%-50% 6%-32% 12%-50%,,0%-100% 100%- 0%-0% 12%-50% 6%-32% 12%-50%,,1.125,0.81125,0.93675,0.0008958938732199409
Grafton,2025-09-02,13.0,411,0,0:19.84 Sec Time 4.1 Sec Time Adj 0.04 BP 3 Odds 100 Trainer Evelyn Harris Ongoing Winners 00-00-02 Track Direction Clockwise Winner I'm,,0:19.84 Sec Time 4.1 Sec Time Adj 0.04 BP 3 Odds 100 Trainer Evelyn Harris Ongoing Winners 00-00-02 Track Direction Clockwise Winner I'm,,1.125,0.49824999999999997,0.74895,0.0007424993244855942
Grafton,2025-09-02,13.0,350,0,0:20.36 Sec Time 4.1 Sec Time Adj 0.04 BP 7 Odds 22 Prize Won $75 Trainer Stephen Keep Ongoing Winners 00-03-09 Track Direction Clockwise,,0:20.36 Sec Time 4.1 Sec Time Adj 0.04 BP 7 Odds 22 Prize Won $75 Trainer Stephen Keep Ongoing Winners 00-03-09 Track Direction Clockwise,,1.125,0.47750000000000004,0.7365,0.0007333125144527732
Grafton,2025-09-02,13.0,350,0,0.3 Race Time 0:20.12 Sec Time 4.06 Sec Time Adj 0.00 BP 3 Odds 8 Trainer Stephen Keep Ongoing Winners 00-04-15 Track Direction Clockwise,,0.3 Race Time 0:20.12 Sec Time 4.06 Sec Time Adj 0.00 BP 3 Odds 8 Trainer Stephen Keep Ongoing Winners 00-04-15 Track Direction Clockwise,,1.125,0.61,0.8160000000000001,0.0007939908687711076
Grafton,2025-09-02,13.0,350,0,0:20.11 Sec Time 4.04 BP 3 Odds 33 Trainer Stephen Keep Ongoing Winners 02-07-16 Track Direction Clockwise Winner Miss Me (8) Second Hi,,0:20.11 Sec Time 4.04 BP 3 Odds 33 Trainer Stephen Keep Ongoing Winners 02-07-16 Track Direction Clockwise Winner Miss Me (8) Second Hi,,1.125,0.66875,0.85125,0.0008224781861525309
Grafton,2025-09-02,13.0,350,0,0:17.25 Sec Time 2.39 BP 6 Odds 20 Prize Won $75 Trainer Julie King Ongoing Winners 01-00-05 Track Direction Clockwise Winner Secret Ninja,,0:17.25 Sec Time 2.39 BP 6 Odds 20 Prize Won $75 Trainer Julie King Ongoing Winners 01-00-05 Track Direction Clockwise Winner Secret Ninja,,1.125,0.515,0.759,0.0007499990657723617
Grafton,2025-09-02,13.0,350,0,0:16.90 Sec Time 2.37 BP 4 Odds 33 Prize Won $75 Trainer Julie King Ongoing Winners 01-01-08 Track Direction Clockwise Winner Cheeky Toni,,0:16.90 Sec Time 2.37 BP 4 Odds 33 Prize Won $75 Trainer Julie King Ongoing Winners 01-01-08 Track Direction Clockwise Winner Cheeky Toni,,1.125,0.48875,0.74325,0.0007382791173525601
Grafton,2025-09-02,13.0,350,0,0.22 Race Time 0:17.21 Sec Time 2.41 BP 1 Odds 9 Trainer Julie King Ongoing Winners 00-01-13 Track Direction Clockwise Winner Rapid Snip,,0.22 Race Time 0:17.21 Sec Time 2.41 BP 1 Odds 9 Trainer Julie King Ongoing Winners 00-01-13 Track Direction Clockwise Winner Rapid Snip,,1.125,0.6150000000000001,0.8190000000000001,0.0007963764179119708
Grafton,2025-09-02,13.0,350,0,0%-50% 0%-50% 0%-50% 9%-43%,,0%-50% 0%-50% 0%-50% 9%-43%,,1.125,0.21250000000000002,0.5775,0.0006255129048147141
Grafton,2025-09-02,13.0,350,0,0:23.63 Sec Time 8.7 Sec Time Adj 0.08 BP 3 Odds 70 Trainer Anthony Bunney Ongoing Winners 00-05-10 Track Direction Clockwise Winner,,0:23.63 Sec Time 8.7 Sec Time Adj 0.08 BP 3 Odds 70 Trainer Anthony Bunney Ongoing Winners 00-05-10 Track Direction Clockwise Winner,,1.125,0.36550000000000005,0.6693,0.0006856532002424123
Grafton,2025-09-02,13.0,350,0,0.3 Race Time 0:20.12 Sec Time 4.06 Sec Time Adj 0.00 BP 7 Odds 7.5 Trainer Evelyn Harris Ongoing Winners 00-04-15 Track Direction,,0.3 Race Time 0:20.12 Sec Time 4.06 Sec Time Adj 0.00 BP 7 Odds 7.5 Trainer Evelyn Harris Ongoing Winners 00-04-15 Track Direction,,1.125,0.61,0.8160000000000001,0.0007939908687711076
Grafton,2025-09-02,13.0,350,0,0%-100% 0%-0% 0%-0% 0%-50% 22%-50% 0%-50%,,0%-100% 0%-0% 0%-0% 0%-50% 22%-50% 0%-50%,,1.125,0.5499999999999999,0.78,0.000765915584674281
Grafton,2025-09-02,13.0,350,0,0.69 Race Time 0:19.73 Sec Time 4.05 BP 3 Odds 40 Trainer Sonia Kempshall Ongoing Winners 04-03-13 Track Direction Clockwise Winner Fire,,0.69 Race Time 0:19.73 Sec Time 4.05 BP 3 Odds 40 Trainer Sonia Kempshall Ongoing Winners 04-03-13 Track Direction Clockwise Winner Fire,,1.125,0.37625,0.67575,0.0006900899565413712
Grafton,2025-09-02,13.0,350,0,0%-100% 100%- 100%- 28%-47%,,0%-100% 100%- 100%- 28%-47%,,1.125,0.7917500000000001,0.92505,0.0008854729959114092
Grafton,2025-09-02,13.0,350,0,0:16.98 Sec Time 2.43 BP 7 Odds 4.5 Trainer Brett Hastie Ongoing Winners 01-03-06 Track Direction Clockwise Winner Hi Jessie (1) Second,,0:16.98 Sec Time 2.43 BP 7 Odds 4.5 Trainer Brett Hastie Ongoing Winners 01-03-06 Track Direction Clockwise Winner Hi Jessie (1) Second,,1.125,0.42774999999999996,0.70665,0.0007117466083304201
Grafton,2025-09-02,13.0,350,0,0.58 Race Time 0:16.65 Sec Time 6.5 BP 8 Odds 11 Trainer Brett Hastie Ongoing Winners 01-05-10 Track Direction Anti-Clockwise Winner Sivo,,0.58 Race Time 0:16.65 Sec Time 6.5 BP 8 Odds 11 Trainer Brett Hastie Ongoing Winners 01-05-10 Track Direction Anti-Clockwise Winner Sivo,,1.125,0.2745,0.6147,0.0006492202068282585
Grafton,2025-09-02,13.0,300,0,0:16.82 Sec Time 2.33 BP 4 Odds 13 Prize Won $75 Trainer Julie King Ongoing Winners 03-00-09 Track Direction Clockwise Winner Make And,,0:16.82 Sec Time 2.33 BP 4 Odds 13 Prize Won $75 Trainer Julie King Ongoing Winners 03-00-09 Track Direction Clockwise Winner Make And,,1.125,0.48775,0.74265,0.0007378362827458157
Grafton,2025-09-02,13.0,300,0,0:20.21 Sec Time 4.08 Sec Time Adj 0.02 BP 1 Odds 4 Trainer Sonia Kempshall Ongoing Winners 02-01-09 Track Direction Clockwise Winner Reel,,0:20.21 Sec Time 4.08 Sec Time Adj 0.02 BP 1 Odds 4 Trainer Sonia Kempshall Ongoing Winners 02-01-09 Track Direction Clockwise Winner Reel,,1.125,0.5555,0.7833,0.0007684472811053033
Grafton,2025-09-02,13.0,300,0,0:19.96 Sec Time 4.08 Sec Time Adj 0.02 BP 2 Odds 2.6 Trainer Sonia Kempshall Ongoing Winners 02-03-12 Track Direction Clockwise Winner,,0:19.96 Sec Time 4.08 Sec Time Adj 0.02 BP 2 Odds 2.6 Trainer Sonia Kempshall Ongoing Winners 02-03-12 Track Direction Clockwise Winner,,1.125,0.4235,0.7041,0.000709933966579635
Grafton,2025-09-02,13.0,350,0,0%-0% 0%-0% 0%-100% 25%-60%,,0%-0% 0%-0% 0%-100% 25%-60%,,1.125,0.5220588235294118,0.763235294117647,0.0007531822685455776
Grafton,2025-09-02,13.0,350,0,0:20.25 Sec Time 4.06 Sec Time Adj 0.00 BP 3 Odds 4 Prize Won $475 Trainer Roger O'Neill Ongoing Winners 01-04-07 Track Direction Clockwise,,0:20.25 Sec Time 4.06 Sec Time Adj 0.00 BP 3 Odds 4 Prize Won $475 Trainer Roger O'Neill Ongoing Winners 01-04-07 Track Direction Clockwise,,1.125,0.3975,0.6885,0.0006989449340116991
Grafton,2025-09-02,13.0,350,0,0%-0% 0%-50% 0%-100% 9%-45%,,0%-0% 0%-50% 0%-100% 9%-45%,,1.125,0.39852941176470585,0.6891176470588235,0.0006993767686414373
Grafton,2025-09-02,13.0,350,0,"0.1 Race Time 0:20.34 Sec Time 4.14 Sec Time Adj 0.08 BP 2 Odds 1.7 Prize Won $1,175 Trainer Francis Hancock Ongoing Winners 00-02-14",,"0.1 Race Time 0:20.34 Sec Time 4.14 Sec Time Adj 0.08 BP 2 Odds 1.7 Prize Won $1,175 Trainer Francis Hancock Ongoing Winners 00-02-14",,1.125,0.5675,0.7905,0.0007740000675725267
Grafton,2025-09-02,13.0,350,0,0%-100% 100%- 100%- 22%-44%,,0%-100% 100%- 100%- 22%-44%,,1.125,0.8862500000000001,0.9817500000000001,0.0009371299509095863
Grafton,2025-09-02,13.0,350,0,0:23.50 Sec Time 8.68 Sec Time Adj 0.06 BP 7 Odds 25 Trainer Benjamin Ellis Ongoing Winners 04-02-13 Track Direction Clockwise Winner Swift,,0:23.50 Sec Time 8.68 Sec Time Adj 0.06 BP 7 Odds 25 Trainer Benjamin Ellis Ongoing Winners 04-02-13 Track Direction Clockwise Winner Swift,,1.125,0.3122500000000001,0.6373500000000001,0.0006640928412704038
Grafton,2025-09-02,13.0,350,0,0:20.44 Sec Time 4.08 Sec Time Adj 0.02 BP 3 Odds 1.6F Trainer Benjamin Ellis Ongoing Winners 00-04-14 Track Direction Clockwise Winner,,0:20.44 Sec Time 4.08 Sec Time Adj 0.02 BP 3 Odds 1.6F Trainer Benjamin Ellis Ongoing Winners 00-04-14 Track Direction Clockwise Winner,,1.125,0.3155,0.6393,0.0006653890857384899
Grafton,2025-09-02,13.0,350,0,0%-50% 0%-0% 0%-0% 0%-44%,,0%-50% 0%-0% 0%-0% 0%-44%,,1.125,0.21296296296296294,0.5777777777777777,0.0006256866825340618
Grafton,2025-09-02,13.0,350,0,0:25.53 Sec Time 9.13 BP 4 Odds 12 Prize Won $725 Trainer Mark Knowles Ongoing Winners 00-05-11 Track Direction Clockwise Winner Gus,,0:25.53 Sec Time 9.13 BP 4 Odds 12 Prize Won $725 Trainer Mark Knowles Ongoing Winners 00-05-11 Track Direction Clockwise Winner Gus,,1.125,0.45499999999999996,0.723,0.0007234793189187191
Grafton,2025-09-02,13.0,350,0,0:26.08 Sec Time 4.4 BP 5 Odds 3.4 Prize Won $460 Trainer Mark Knowles Ongoing Winners 01-04-11 Track Direction Anti-Clockwise Winner Big,,0:26.08 Sec Time 4.4 BP 5 Odds 3.4 Prize Won $460 Trainer Mark Knowles Ongoing Winners 01-04-11 Track Direction Anti-Clockwise Winner Big,,1.125,0.27025,0.61215,0.0006475668042850263
Grafton,2025-09-02,13.0,350,0,0%-50% 0%-50% 0%-100% 0%-50% 8%-46% 0%-50%,,0%-50% 0%-50% 0%-100% 0%-50% 8%-46% 0%-50%,,1.125,0.3005,0.6303,0.0006594274515616159
Grafton,2025-09-02,13.0,350,0,0:20.08 Sec Time 4.06 Sec Time Adj 0.00 BP 4 Odds 70 Trainer Shannon Scott Ongoing Winners 03-02-09 Track Direction Clockwise Winner Miss,,0:20.08 Sec Time 4.06 Sec Time Adj 0.00 BP 4 Odds 70 Trainer Shannon Scott Ongoing Winners 03-02-09 Track Direction Clockwise Winner Miss,,1.125,0.272,0.6132,0.0006482471065256992
Grafton,2025-09-02,13.0,350,0,0:20.44 Sec Time 4.11 Sec Time Adj 0.05 BP 4 Odds 3 Trainer Garnet Robertson Ongoing Winners 01-00-06 Track Direction Clockwise Winner,,0:20.44 Sec Time 4.11 Sec Time Adj 0.05 BP 4 Odds 3 Trainer Garnet Robertson Ongoing Winners 01-00-06 Track Direction Clockwise Winner,,1.125,0.4625,0.7275,0.000726742312082172
Grafton,2025-09-02,13.0,350,0,0:20.44 Sec Time 4.08 Sec Time Adj 0.02 BP 1 Odds 3 Prize Won $430 Trainer Garnet Robertson Ongoing Winners 00-04-14 Track Direction,,0:20.44 Sec Time 4.08 Sec Time Adj 0.02 BP 1 Odds 3 Prize Won $430 Trainer Garnet Robertson Ongoing Winners 00-04-14 Track Direction,,1.125,0.3155,0.6393,0.0006653890857384899
Grafton,2025-09-02,13.0,350,0,0%-0% 0%-100% 0%-0% 29%-72%,,0%-0% 0%-100% 0%-0% 29%-72%,,1.125,0.6117647058823529,0.8170588235294117,0.0007948320102166935
Grafton,2025-09-02,13.0,350,0,0%-0% 0%-100% 0%-100% 0%-40% 9%-45% 0%-40%,,0%-0% 0%-100% 0%-100% 0%-40% 9%-45% 0%-40%,,1.125,0.5912499999999999,0.80475,0.0007851085283430769
Grafton,2025-09-02,13.0,350,0,0:20.05 Sec Time 4.01 BP 4 Odds 13 Prize Won $370 Trainer Evelyn Harris Ongoing Winners 03-04-14 Track Direction Clockwise Winner Brodies,,0:20.05 Sec Time 4.01 BP 4 Odds 13 Prize Won $370 Trainer Evelyn Harris Ongoing Winners 03-04-14 Track Direction Clockwise Winner Brodies,,1.125,0.45875,0.72525,0.0007251089800675654
Grafton,2025-09-02,13.0,350,0,0:19.35 Sec Time 6.49 BP 4 Odds 18 Trainer Nicole Salna Ongoing Winners 02-04-10 Track Direction Anti-Clockwise Winner Got Flair (7) Second,,0:19.35 Sec Time 6.49 BP 4 Odds 18 Trainer Nicole Salna Ongoing Winners 02-04-10 Track Direction Anti-Clockwise Winner Got Flair (7) Second,,1.125,0.43624999999999997,0.71175,0.00071538578805328
Grafton,2025-09-02,13.0,350,0,0%-0% 100%- 0%-0% 50%-50% 11%-39% 50%-50%,,0%-0% 100%- 0%-0% 50%-50% 11%-39% 50%-50%,,1.125,0.6387499999999999,0.8332499999999999,0.0008078060244037523
Grafton,2025-09-02,13.0,300,0,0.5 Race Time 0:17.32 Sec Time 6.45 BP 4 Odds 9 Prize Won $75 Trainer Richard Taffe Ongoing Winners 00-01-01 Track Direction Anti-Clockwise,,0.5 Race Time 0:17.32 Sec Time 6.45 BP 4 Odds 9 Prize Won $75 Trainer Richard Taffe Ongoing Winners 00-01-01 Track Direction Anti-Clockwise,,1.125,0.44875,0.71925,0.0007207713520839869
Grafton,2025-09-02,13.0,300,0,0.3 Race Time 0:20.12 Sec Time 4.06 Sec Time Adj 0.00 BP 8 Odds 2F Prize Won $325 Trainer Richard Taffe Ongoing Winners 00-04-15 Track,,0.3 Race Time 0:20.12 Sec Time 4.06 Sec Time Adj 0.00 BP 8 Odds 2F Prize Won $325 Trainer Richard Taffe Ongoing Winners 00-04-15 Track,,1.125,0.61,0.8160000000000001,0.0007939908687711076
